날짜,클라우드,매출,추진,글로벌,성장,공개,케어,대표,캡스,랜섬웨어,위협,안전,플랫폼,데이터,하반기,보안,서비스,무인,솔루션,기록,금융,고객,포인트,공격,로봇,사업,기술,카카오,프로,매장,영상,대응,공모,투자,투자자,뱅크,심사,시장,주주,기업,가치,증권,자금,증시,분할,주식,평가,거래소,주가,회사,희망,자회사,거래,배당,에스원,SK 쉴더스,KT텔레캅,아이디스,코로나,인증,백신,QR코드,기사 합산
2020-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,4,0,0,0,0,24
2020-01-17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,1,7,0,0,0,10,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,7,0,0,0,1,0,10,0,0,0,10,0,10,0,0,2,0,0,0,0,87
2020-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-20,1,0,0,21,12,3,0,31,1,0,1,0,0,3,0,20,2,0,28,0,2,0,1,0,0,29,14,0,3,1,4,4,0,4,0,0,1,8,1,19,0,1,1,0,1,0,9,0,3,8,0,0,0,1,31,0,1,0,0,0,0,0,270
2020-01-21,0,1,13,13,14,2,0,7,1,0,0,2,3,3,0,14,1,0,11,2,7,0,2,0,2,21,16,0,3,0,3,3,0,5,0,3,3,3,1,7,0,7,2,0,0,0,7,0,4,13,0,1,3,1,28,0,2,2,0,0,1,0,237
2020-01-22,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,20
2020-01-23,1,0,0,1,1,0,1,1,2,0,0,5,1,1,0,4,4,0,3,1,3,2,1,0,1,3,1,0,3,3,2,5,0,1,1,0,1,1,0,4,0,2,1,0,0,0,1,0,1,1,0,1,4,0,7,0,2,0,0,0,0,0,78
2020-01-24,0,1,0,0,0,2,0,2,1,0,0,2,0,1,1,4,3,0,1,1,2,2,0,0,0,2,1,0,1,2,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,2,0,0,1,0,0,47
2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-01-27,1,1,3,1,1,0,0,2,1,0,1,1,1,0,0,3,2,1,1,0,0,1,0,0,0,1,1,0,1,0,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,1,1,0,0,1,0,1,0,0,4,0,1,0,0,1,0,0,45
2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0,5,0,0,0,5,0,5,0,0,2,0,0,0,0,30
2020-01-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,15
2020-01-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,0,0,0,16
2020-01-31,0,6,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,3,2,0,0,0,4,1,0,0,0,0,3,0,0,2,1,0,1,1,2,2,0,6,1,0,0,3,0,2,5,1,0,1,5,4,12,0,0,1,0,0,0,0,75
2020-02-01,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,2,0,1,1,0,2,0,0,1,0,0,1,2,1,0,1,0,1,0,0,1,0,1,1,2,0,2,1,2,3,0,0,0,0,1,0,0,35
2020-02-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,4,0,1,0,5,0,0,0,0,0,0,0,3,1,0,0,0,5,0,0,0,0,0,0,0,26
2020-02-03,0,7,1,5,6,5,2,8,2,0,0,1,2,34,0,5,35,0,3,5,5,28,1,2,6,39,11,3,7,8,9,1,0,9,2,0,0,8,0,8,2,14,4,0,0,4,4,0,11,39,3,31,7,1,52,0,0,2,0,0,0,0,442
2020-02-04,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,2,2,0,0,3,4,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,3,1,0,0,0,0,0,3,2,0,2,3,0,7,0,0,0,1,0,0,0,47
2020-02-05,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,3,0,2,1,1,0,5,2,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,0,5,2,0,2,5,0,7,0,0,0,0,0,0,0,52
2020-02-06,0,0,0,0,0,2,2,1,0,0,0,0,1,3,0,1,2,1,3,0,3,1,1,0,4,2,3,2,0,1,0,0,0,2,0,0,0,0,0,1,0,4,2,0,1,1,1,0,5,4,0,2,6,0,9,0,0,1,0,0,0,0,72
2020-02-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,4,1,0,1,4,0,5,0,0,2,0,0,0,0,32
2020-02-08,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,17
2020-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-10,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,2,0,0,0,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0,32
2020-02-11,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,2,3,0,3,0,0,5,4,1,0,1,3,1,0,0,4,0,3,0,1,0,0,0,9,0,0,0,0,2,0,9,1,0,0,5,0,11,0,0,3,0,0,0,0,87
2020-02-12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,1,0,0,0,1,0,9,0,0,0,9,0,9,0,0,6,0,0,0,0,60
2020-02-13,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,1,0,4,1,3,0,0,1,6,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,6,3,0,0,0,0,0,6,0,0,0,6,0,7,0,0,1,0,0,0,0,55
2020-02-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,0,0,0,0,23
2020-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,6,1,0,0,0,1,0,5,1,0,0,2,0,6,0,0,0,0,0,0,0,43
2020-02-18,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,2,1,1,3,0,1,0,1,3,0,1,0,0,0,1,2,0,0,0,0,0,4,0,3,0,4,0,0,0,0,1,0,3,2,0,0,0,0,5,0,1,0,0,0,0,0,48
2020-02-19,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,4,1,0,0,4,0,6,0,0,3,1,1,0,0,40
2020-02-20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,1,0,0,0,0,27
2020-02-21,0,1,1,0,0,0,1,2,0,0,0,1,0,0,0,1,2,1,1,0,1,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,31
2020-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12
2020-02-24,0,0,7,0,0,0,1,0,0,0,0,0,0,1,0,8,7,8,1,0,1,9,1,0,4,1,11,7,0,7,2,7,0,8,0,0,0,1,0,1,7,4,1,0,0,0,2,0,4,2,0,1,4,0,13,0,0,3,0,8,0,7,149
2020-02-25,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,11,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,1,0,0,0,2,0,11,0,0,0,11,0,12,0,0,7,0,0,0,0,78
2020-02-26,0,0,0,0,25,3,2,1,0,0,0,0,0,3,0,0,3,0,3,1,2,0,1,0,6,0,2,1,0,0,3,1,0,2,0,0,0,5,0,6,0,32,26,0,0,1,2,0,10,11,1,1,5,0,33,0,0,2,27,0,0,0,221
2020-02-27,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,9,7,0,0,0,0,0,3,4,0,0,3,1,10,0,0,2,6,0,0,0,67
2020-02-28,0,0,0,0,0,6,1,1,0,0,0,0,0,1,0,0,11,0,1,0,1,0,1,0,5,2,2,0,0,0,3,0,0,2,0,0,0,0,0,2,0,28,1,0,0,1,3,0,6,20,1,0,5,0,30,0,0,3,2,0,0,0,139
2020-02-29,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1,23
2020-03-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,6,0,0,0,0,5,1,0,0,0,1,0,0,2,0,0,1,1,5,6,0,2,0,1,0,1,0,5,0,5,0,3,5,0,6,0,0,0,6,1,0,0,69
2020-03-02,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,10,3,0,0,1,0,1,6,4,0,1,7,0,10,0,0,3,3,0,0,0,73
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,4,0,5,0,0,2,1,0,0,0,26
2020-03-04,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,0,0,0,1,0,2,0,0,2,1,0,3,1,0,1,0,0,0,3,2,1,0,2,0,5,0,0,2,3,0,0,0,38
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,2,0,0,0,0,24
2020-03-06,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,4,1,4,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,4,0,0,0,5,0,5,0,0,0,1,0,0,0,45
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,1,1,1,0,0,2,1,0,0,0,0,1,7,4,1,0,0,0,7,6,0,0,6,0,4,0,6,0,0,0,0,6,6,2,1,0,0,7,0,7,0,0,0,1,1,0,1,87
2020-03-09,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,10,1,1,2,0,0,0,0,0,3,3,0,0,3,3,1,1,13,6,0,0,0,3,3,10,1,0,0,13,0,13,0,0,3,0,1,0,0,115
2020-03-10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,4,0,0,0,4,0,4,0,0,3,0,0,0,0,29
2020-03-11,0,0,1,0,0,1,3,2,0,0,0,0,0,6,0,0,17,0,3,0,4,18,2,0,9,21,2,1,3,0,1,1,0,2,0,0,0,0,0,0,0,9,3,0,0,0,1,0,10,19,1,19,9,0,30,0,0,5,21,0,0,0,224
2020-03-12,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,0,3,0,4,0,0,0,14,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,15,3,0,0,0,1,0,14,0,0,0,14,0,15,0,0,10,1,0,0,0,105
2020-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,12
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9
2020-03-16,0,0,1,0,9,0,3,11,0,0,0,11,11,0,0,11,11,11,15,9,15,11,1,0,12,11,11,0,8,0,0,1,1,1,0,2,0,12,0,1,9,13,4,0,0,0,10,0,12,1,0,0,12,0,24,0,0,3,3,0,0,0,281
2020-03-17,0,0,0,0,1,1,2,3,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,3,1,1,1,0,0,0,1,0,2,1,0,0,1,1,3,1,4,2,1,0,1,1,0,5,0,0,0,4,0,6,0,0,1,2,0,0,0,56
2020-03-18,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,1,0,0,3,2,4,0,0,0,9,1,3,1,0,0,0,1,0,4,0,0,0,1,0,1,0,10,3,0,0,1,3,0,10,0,0,0,9,1,10,0,0,6,1,0,0,0,91
2020-03-19,0,1,0,1,0,0,10,2,0,0,0,0,0,0,0,1,0,1,12,0,10,0,0,0,33,0,3,1,2,1,1,0,0,3,1,2,0,1,0,1,0,35,10,1,0,1,3,0,33,1,0,0,35,0,36,0,0,14,1,2,0,0,259
2020-03-20,0,0,0,1,0,0,9,2,0,0,0,1,0,0,0,0,0,0,8,0,8,0,0,0,24,1,4,0,1,0,0,0,0,2,0,1,1,0,0,0,0,25,8,0,0,2,3,0,24,1,0,1,25,0,26,0,0,10,1,3,0,0,192
2020-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,13
2020-03-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,15
2020-03-23,1,1,0,0,2,0,6,1,0,0,0,0,0,0,0,2,1,1,7,3,8,0,1,0,11,1,0,0,0,1,0,0,0,1,0,1,0,2,0,2,1,14,7,1,0,2,1,2,14,1,0,0,13,0,14,0,0,6,2,1,0,0,132
2020-03-24,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,3,1,3,0,0,0,14,0,0,1,0,0,0,0,0,0,0,2,0,2,1,0,1,15,3,1,0,1,1,0,15,0,0,0,14,0,16,0,0,5,1,0,0,0,105
2020-03-25,0,1,0,1,1,0,6,1,0,0,0,1,1,0,0,1,0,0,7,0,6,0,1,0,14,1,3,1,1,0,0,0,0,1,0,2,0,1,0,1,0,15,7,1,0,0,0,0,14,1,0,0,14,0,15,0,0,6,1,3,0,0,129
2020-03-26,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,12,0,2,2,0,0,0,0,0,2,0,1,0,0,0,0,0,12,5,0,0,0,2,0,12,0,0,0,12,0,12,0,0,4,0,0,0,0,93
2020-03-27,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,11,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,11,6,0,0,0,1,0,11,0,0,0,11,0,11,0,0,4,0,2,0,0,92
2020-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,0,0,0,1,2,1,3,4,0,0,0,2,0,35,0,1,24,1,5,0,4,31,0,1,10,37,3,2,0,1,5,0,0,2,0,4,0,8,0,2,2,11,3,0,0,1,1,0,11,6,0,2,11,0,48,0,0,5,28,1,0,0,319
2020-03-31,0,0,0,1,4,0,3,3,0,0,0,1,0,2,0,3,3,1,5,0,3,3,0,0,14,3,4,0,0,1,1,0,0,3,0,0,0,4,0,3,3,15,2,0,0,0,3,0,14,0,0,0,14,0,19,0,0,8,1,0,0,0,144
2020-04-01,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,2,6,0,0,0,24,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,24,6,0,0,0,0,0,24,0,0,0,24,0,24,0,0,12,0,0,0,0,166
2020-04-02,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,8,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8,5,0,0,0,0,0,8,0,0,0,8,0,8,0,0,2,0,0,0,0,64
2020-04-03,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,10,0,0,0,10,0,10,0,0,3,0,0,0,0,69
2020-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,13
2020-04-06,1,1,1,1,4,0,7,1,1,0,0,0,1,2,0,5,2,2,8,2,9,1,0,0,10,2,7,2,1,0,3,0,0,3,2,0,0,4,0,2,1,11,7,0,0,1,2,1,9,0,0,0,9,0,13,0,1,1,2,3,0,0,146
2020-04-07,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,12,1,12,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,11,0,0,0,1,0,14,0,0,0,14,0,15,0,0,3,1,0,0,1,129
2020-04-08,0,0,0,1,2,1,7,2,0,0,0,1,0,2,1,0,2,0,7,2,8,0,0,0,10,2,1,1,2,0,0,0,0,2,0,1,0,1,0,2,1,12,6,1,0,1,2,0,12,2,0,0,10,0,13,0,0,2,2,0,0,0,122
2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,2,0,6,0,0,0,6,0,9,0,0,6,1,0,0,0,49
2020-04-10,0,0,0,0,0,3,7,1,0,0,0,0,0,4,3,0,0,0,7,0,7,0,0,0,14,0,5,0,0,0,0,0,0,0,0,1,3,1,0,4,0,18,7,0,0,0,4,0,15,0,0,0,14,0,18,0,0,5,4,1,0,0,146
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,0,0,0,0,10,0,0,0,10,0,10,0,0,2,0,0,0,0,66
2020-04-14,0,0,1,1,1,0,5,0,0,0,0,0,0,0,0,1,2,1,7,0,5,0,0,1,8,2,1,1,0,0,0,0,0,2,1,0,0,2,0,2,1,8,5,0,0,0,1,0,8,1,0,1,7,0,9,0,0,1,0,0,0,0,86
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,0,0,1,1,1,0,8,0,0,0,0,0,0,0,0,1,2,1,9,1,8,0,0,0,12,1,1,1,0,0,0,0,0,1,1,0,0,2,0,1,1,12,8,0,0,0,0,0,12,1,0,1,11,0,12,0,0,2,0,0,0,0,113
2020-04-17,0,3,0,0,2,0,3,2,0,0,0,0,1,0,1,3,5,2,5,3,3,2,2,0,7,1,3,0,1,2,2,0,0,4,1,0,0,2,0,1,0,9,3,0,0,0,3,0,8,1,0,1,6,0,11,0,0,1,4,1,0,0,109
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,0,2,0,0,0,27
2020-04-20,0,1,1,0,0,1,4,2,1,0,1,1,0,0,0,3,1,0,6,1,4,0,0,0,10,2,1,1,1,0,0,0,0,2,0,2,1,0,1,3,1,12,4,0,0,0,1,0,10,2,1,0,10,0,13,0,0,2,2,1,0,0,110
2020-04-21,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,3,0,0,0,0,0,10,0,0,0,10,0,10,0,0,4,0,0,0,0,68
2020-04-22,0,0,13,15,0,3,3,3,0,0,0,0,22,1,19,21,21,0,22,0,5,19,0,0,24,22,21,15,1,0,1,0,0,3,0,0,1,3,0,15,19,10,5,0,0,0,1,0,11,3,0,0,10,0,32,0,0,6,6,0,0,0,376
2020-04-23,0,0,3,2,1,0,5,0,0,0,0,0,5,0,1,7,8,1,7,8,6,10,0,0,12,16,10,2,1,0,1,0,0,2,1,2,0,9,0,3,5,7,8,0,0,0,3,0,8,3,0,1,6,0,22,0,0,2,10,0,0,0,198
2020-04-24,0,6,0,0,1,0,2,0,0,0,1,0,1,3,0,1,2,0,3,3,3,3,0,0,8,3,3,0,0,0,1,0,0,0,0,0,0,2,1,0,1,7,2,0,0,0,1,2,7,1,0,0,7,0,15,0,0,3,5,1,0,0,99
2020-04-25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,8
2020-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-27,0,5,2,0,4,0,0,0,0,0,0,0,1,0,1,3,5,1,2,2,0,3,0,0,6,4,3,0,1,0,1,0,0,5,2,0,0,5,0,3,1,8,0,0,0,0,4,0,7,2,0,1,4,0,11,0,1,4,3,0,0,0,105
